,Unnamed: 0,account_id,match_id,team_id,team_name,player_id,player_name,player_match_minutes,xG Per Shot,Non-Penalty xG,Shots,player_match_goals,player_match_np_goals,player_match_xa,player_match_key_passes,player_match_op_key_passes,player_match_assists,player_match_through_balls,player_match_passes_into_box,player_match_op_passes_into_box,player_match_touches_inside_box,player_match_tackles,player_match_interceptions,player_match_possession,player_match_dribbled_past,player_match_dribbles_faced,player_match_dribbles,player_match_challenge_ratio,player_match_fouls,player_match_dispossessions,player_match_long_balls,player_match_successful_long_balls,player_match_long_ball_ratio,player_match_shots_blocked,player_match_clearances,player_match_aerials,player_match_successful_aerials,player_match_aerial_ratio,player_match_passes,player_match_successful_passes,player_match_passing_ratio,player_match_op_passes,player_match_forward_passes,player_match_backward_passes,player_match_sideways_passes,player_match_op_f3_passes,player_match_op_f3_forward_passes,player_match_op_f3_backward_passes,player_match_op_f3_sideways_passes,player_match_np_shots_on_target,player_match_crosses,player_match_successful_crosses,player_match_crossing_ratio,player_match_penalties_won,player_match_passes_inside_box,player_match_op_xa,player_match_op_assists,player_match_pressured_long_balls,player_match_unpressured_long_balls,player_match_aggressive_actions,player_match_turnovers,player_match_crosses_into_box,player_match_sp_xa,player_match_op_shots,player_match_touches,player_match_pressure_regains,player_match_box_cross_ratio,Deep Progressions,player_match_shot_touch_ratio,player_match_fouls_won,player_match_xgchain,player_match_op_xgchain,player_match_xgbuildup,player_match_op_xgbuildup,player_match_xgchain_per_possession,player_match_op_xgchain_per_possession,player_match_xgbuildup_per_possession,player_match_op_xgbuildup_per_possession,player_match_pressures,player_match_pressure_duration_total,player_match_pressure_duration_avg,player_match_pressured_action_fails,player_match_counterpressures,player_match_counterpressure_duration_total,player_match_counterpressure_duration_avg,player_match_counterpressured_action_fails,player_match_obv,player_match_obv_pass,player_match_obv_shot,player_match_obv_defensive_action,player_match_obv_dribble_carry,player_match_obv_gk,Deep Completions,player_match_ball_recoveries,player_match_np_psxg,player_match_penalties_faced,player_match_penalties_conceded,player_match_fhalf_ball_recoveries,player_match_average_space_received_in,player_match_average_fhalf_space_received_in,player_match_average_f3_space_received_in,player_match_ball_receipts_in_space_10,player_match_ball_receipts_in_space_2,player_match_ball_receipts_in_space_5,player_match_fhalf_ball_receipts_in_space_10,player_match_fhalf_ball_receipts_in_space_2,player_match_fhalf_ball_receipts_in_space_5,player_match_f3_ball_receipts_in_space_10,player_match_f3_ball_receipts_in_space_2,player_match_f3_ball_receipts_in_space_5,player_match_lbp,player_match_lbp_completed,player_match_fhalf_lbp_completed,player_match_f3_lbp_completed,player_match_fhalf_lbp,player_match_f3_lbp,player_match_obv_lbp,player_match_fhalf_obv_lbp,player_match_f3_obv_lbp,player_match_lbp_received,player_match_fhalf_lbp_received,player_match_f3_lbp_received,player_match_average_lbp_to_space_distance,player_match_fhalf_average_lbp_to_space_distance,player_match_f3_average_lbp_to_space_distance,player_match_lbp_to_space_10_received,player_match_fhalf_lbp_to_space_10_received,player_match_f3_lbp_to_space_10_received,player_match_lbp_to_space_2_received,player_match_fhalf_lbp_to_space_2_received,player_match_f3_lbp_to_space_2_received,player_match_lbp_to_space_5_received,player_match_fhalf_lbp_to_space_5_received,player_match_f3_lbp_to_space_5_received,player_match_average_lbp_to_space_received_distance,player_match_fhalf_average_lbp_to_space_received_distance,player_match_f3_average_lbp_to_space_received_distance,player_match_lbp_to_space_10,player_match_fhalf_lbp_to_space_10,player_match_f3_lbp_to_space_10,player_match_lbp_to_space_2,player_match_fhalf_lbp_to_space_2,player_match_f3_lbp_to_space_2,player_match_lbp_to_space_5,player_match_fhalf_lbp_to_space_5,player_match_f3_lbp_to_space_5,player_match_passes_360,player_match_obv_passes_360,player_match_fhalf_passes_360,player_match_fhalf_obv_passes_360,player_match_f3_passes_360,player_match_f3_obv_passes_360,player_match_ball_receipts_360,player_match_fhalf_ball_receipts_360,player_match_f3_ball_receipts_360,player_match_360_minutes,player_match_defensive_actions,opponent,game_week
10,10.0,461,3895359,73,Rotherham United,4882,Jordan Hugill,71.683334,0.0491121262311935,0.049112126,1,0,0,0.0072867214,1,1,0,0,0,0,1,0,0,0.29262674,0,0,0,,1,0,0,0,,0,1,12,3,0.25,11,5,0.4545454545454545,10,2,1,8,3,1,0,2,1,0,0,,0,0,0.0072867214,0,1,0,5,3,0,0.0,1,20,3,,0,0.05,2,0.056398846,0.056398846,0.056398846,0.056398846,0.002349951925377,0.002349951925377,0.002349951925377,0.002349951925377,14.0,9.892052,0.7065751424857548,4.0,1.0,0.495918,0.4959180057048797,1.0,-0.027200345,0.014790007,0.014211398,0.010816338,-0.06701809,,0,2,0.12360563,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.683334,15,Stoke City,0
11,11.0,461,3895359,73,Rotherham United,29025,Cameron Humphreys,107.183334,,0.0,0,0,0,0.0,0,0,0,0,1,0,2,1,2,0.29262674,0,1,0,1.0,0,0,6,3,0.5,0,10,4,4,1.0,28,18,0.6428571428571429,18,18,1,9,3,2,1,0,0,0,0,,0,0,0.0,0,10,6,4,2,0,0.0,0,46,0,0.0,5,0.0,0,0.6889695,0.6889695,0.6889695,0.6889695,0.0172242373228073,0.0172242373228073,0.0172242373228073,0.0172242373228073,10.0,10.269441,1.0269439861178398,3.0,0.0,,,0.0,0.6952366,0.07873083,,0.591137,0.02536905,,0,7,0.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.183334,11,Stoke City,0
12,12.0,461,3895359,30,Stoke City,12197,Jacob Brown,107.183334,0.2358387112617492,0.47167742,2,1,1,0.09307012,2,2,0,0,0,0,4,3,0,0.70737326,2,2,0,0.6,2,4,0,0,,0,0,10,3,0.3,26,17,0.6538461538461539,26,1,9,16,8,0,2,6,1,2,0,0.0,0,1,0.09307012,0,0,0,11,0,0,0.0,0,50,4,,1,0.0,3,0.86559516,0.86559516,0.7725251,0.7725251,0.0221947477414057,0.0221947477414057,0.0198083351819943,0.0198083351819943,24.0,17.114605,0.7131085408230623,2.0,4.0,2.344733,0.5861832499504089,1.0,0.5556771,-0.12950043,0.6467893,0.0024994235,0.035888795,,1,6,0.9918909,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.183334,29,Rotherham United,0
13,13.0,461,3895359,73,Rotherham United,13579,Cohen Bramall,107.183334,,0.0,0,0,0,0.1064049,1,1,0,0,1,1,0,1,1,0.29262674,2,3,0,0.3333333333333333,1,0,4,1,0.25,1,3,3,3,1.0,30,19,0.6333333333333333,24,16,4,10,7,1,3,3,0,1,1,1.0,0,0,0.1064049,0,4,3,14,2,1,0.0,0,42,6,1.0,5,0.0,0,0.1064049,0.1064049,0.0,0.0,0.0031295558985541,0.0031295558985541,0.0,0.0,24.0,20.931969,0.872165293743213,5.0,1.0,0.281881,0.2818810045719147,0.0,0.15867497,0.12095498,,0.033523474,0.0041965055,,0,11,0.0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.183334,26,Stoke City,0
14,14.0,461,3895359,73,Rotherham United,4227,Oliver Rathbone,87.71667,,0.0,0,0,0,0.0,0,0,0,0,0,0,0,1,2,0.29262674,0,1,0,1.0,2,1,0,0,,0,4,1,1,1.0,23,19,0.8260869565217391,21,4,2,17,3,2,0,1,0,0,0,,0,0,0.0,0,4,0,11,1,0,0.0,0,39,1,,0,0.0,1,0.1776877,0.1776877,0.1776877,0.1776877,0.0074036543567975,0.0074036543567975,0.0074036543567975,0.0074036543567975,15.0,12.092959,0.8061972578366597,3.0,1.0,4.160216,4.160215854644775,0.0,0.08464146,0.03529807,,0.024506558,0.02483682,,0,11,0.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.71667,18,Stoke City,0
15,15.0,461,3895359,30,Stoke City,20570,Ben Wilmot,107.183334,0.0513586439192295,0.051358644,1,0,0,0.4367499,1,1,1,0,0,0,5,1,0,0.70737326,0,1,0,1.0,2,0,24,17,0.7083333333333334,0,5,11,8,0.7272727272727273,95,77,0.8105263157894737,92,20,2,73,7,1,0,6,0,0,0,,0,1,0.4367499,1,8,21,3,0,0,0.0,0,159,3,,6,0.0,1,1.2899586,1.2899586,0.8532088,0.8532088,0.0192531133765604,0.0192531133765604,0.0127344594072939,0.0127344594072939,6.0,3.5652819,0.594213659564654,0.0,0.0,,,0.0,0.3013873,0.32507566,-0.07402259,-0.0018003909,0.052134655,,1,17,0.0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.183334,9,Rotherham United,0
16,16.0,461,3895359,73,Rotherham United,9615,Ben Wiles,107.183334,0.0740091949701309,0.14801839,2,0,0,0.016003476,1,1,0,0,0,0,4,0,1,0.29262674,0,0,2,,1,2,2,0,0.0,0,1,1,0,0.0,15,12,0.8,12,1,4,10,4,0,0,4,1,0,0,,0,0,0.016003476,0,2,1,6,3,0,0.0,2,33,1,,1,0.0606060606060606,1,0.16402186,0.16402186,0.016003476,0.016003476,0.0071313854144967,0.0071313854144967,0.0006958033241655,0.0006958033241655,13.0,16.237473,1.2490362994945967,1.0,2.0,1.264169,0.6320845037698746,0.0,-0.12609601,-0.0024403073,-0.21755314,0.10342677,-0.009529298,,0,5,0.010413315,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.183334,14,Stoke City,0
17,17.0,461,3895359,73,Rotherham United,34470,Joshua Kayode,20.2,,0.0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0.29262674,0,0,0,1.0,0,1,0,0,,0,0,1,0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,2,3,0,0.0,0,3,0,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.683658,0.9548082905156272,1.0,2.0,1.666074,0.8330370187759399,0.0,-0.057134178,,,-0.005170099,-0.051964074,,0,1,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,9,Stoke City,0
18,18.0,461,3895359,30,Stoke City,16233,André Vidigal,99.666664,0.1892905473709106,0.94645274,5,2,2,0.14920114,1,1,0,0,1,1,8,1,0,0.70737326,0,0,1,1.0,1,2,4,1,0.25,0,2,5,2,0.4,34,19,0.5588235294117647,30,6,6,22,9,3,2,4,3,7,1,0.1428571428571428,0,0,0.14920114,0,3,3,6,5,0,0.0,3,66,4,0.0,3,0.0454545454545454,2,1.2705691,1.2549236,0.5667641,0.5667641,0.0302516449065435,0.0298791329065958,0.0134943837211245,0.0134943837211245,14.0,12.427638,0.8876884345497403,4.0,4.0,1.6785089,0.4196272492408752,2.0,1.5291145,-0.12396065,1.49529,-0.02241274,0.18019795,,0,6,2.239682,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.666664,16,Rotherham United,0
19,19.0,461,3895359,30,Stoke City,9497,Jordan Thompson,19.616667,0.0275508761405944,0.027550876,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0.70737326,1,1,0,0.0,1,0,1,1,1.0,0,0,1,1,1.0,20,19,0.95,18,4,3,13,4,2,0,2,0,0,0,,0,0,0.0,0,0,1,2,0,0,0.0,1,33,1,,1,0.0303030303030303,0,0.22399971,0.027550876,0.22399971,0.027550876,0.0159999792064939,0.0019679197243281,0.0159999792064939,0.0019679197243281,4.0,1.869014,0.4672534987330436,0.0,1.0,0.329887,0.3298870027065277,0.0,0.009791353,0.015405464,-0.038993105,-0.0013991203,0.03477812,,0,6,0.0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.616667,5,Rotherham United,0
20,20.0,461,3895359,73,Rotherham United,9777,Hakeem Odofin,107.183334,0.0072867213748395,0.0072867214,1,0,0,0.0,0,0,0,0,0,0,1,4,1,0.29262674,0,0,0,1.0,2,2,1,0,0.0,2,2,8,5,0.625,22,11,0.5,22,9,1,12,3,1,1,1,0,0,0,,0,0,0.0,0,2,1,11,2,0,0.0,1,41,4,,1,0.024390243902439,0,0.0072867214,0.0072867214,0.0,0.0,0.0002143153345541,0.0002143153345541,0.0,0.0,20.0,25.704884,1.2852441944181918,3.0,4.0,8.727371,2.1818429827690125,0.0,-0.088255204,-0.008167909,-0.038377438,-0.06500867,0.023298804,,0,9,0.0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.183334,26,Stoke City,0
21,21.0,461,3895359,30,Stoke City,24937,Mark Travers,107.183334,,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.70737326,0,0,0,,0,0,12,7,0.5833333333333334,0,0,0,0,,36,31,0.8611111111111112,28,9,0,27,1,1,0,0,0,0,0,,0,0,0.0,0,4,8,0,0,0,0.0,0,53,0,,2,0.0,0,0.14068265,0.14068265,0.14068265,0.14068265,0.0041377250762546,0.0041377250762546,0.0041377250762546,0.0041377250762546,,,,,,,,,0.1295079,0.10340564,,,0.062578596,-0.03647635,0,6,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.183334,0,Rotherham United,0
22,22.0,461,3895359,30,Stoke City,34962,Ki-Jana Hoever,107.183334,0.0772710889577865,0.15454218,2,1,1,0.3371315,2,2,0,0,2,2,4,1,2,0.70737326,1,1,1,0.5,1,1,6,3,0.5,0,2,2,0,0.0,75,54,0.72,57,20,10,45,14,3,1,10,1,4,1,0.25,0,0,0.3371315,0,3,5,9,4,1,0.0,2,118,4,0.5,7,0.0169491525423728,1,0.5573338,0.5573338,0.44731563,0.44731563,0.0091366201150612,0.0091366201150612,0.0073330431688027,0.0073330431688027,16.0,18.551296,1.1594559848308563,2.0,4.0,4.222266,1.055566482245922,1.0,0.37248024,0.315722,-0.09931618,0.056909382,0.09916498,,0,8,0.039330807,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.183334,18,Rotherham United,0
23,23.0,461,3895359,30,Stoke City,24600,Ryan Mmaee,83.566666,0.14494189620018,0.2898838,2,0,0,0.0,0,0,0,0,0,0,6,0,0,0.70737326,0,0,1,,1,2,1,1,1.0,0,0,7,1,0.1428571428571428,18,13,0.7222222222222222,17,2,4,12,11,0,3,8,1,0,0,,0,0,0.0,0,0,1,7,3,0,0.0,2,43,1,,0,0.0465116279069767,2,0.4963283,0.4963283,0.35564566,0.35564566,0.0183825294176737,0.0183825294176737,0.0131720613550256,0.0131720613550256,15.0,10.620706,0.7080470790465673,3.0,1.0,0.192003,0.19200299680233,0.0,-0.10094471,-0.17445405,-0.11084271,0.011478281,0.1728738,,0,2,0.46525583,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.566666,16,Rotherham United,0
